datetime,user_id,order_amount,period,strata,group
2025-07-30 05:08:27,user_3319,2386.56,experiment,5%,test
2025-07-30 05:11:34,user_2861,2716.31,experiment,7%,control
2025-07-30 05:15:10,user_1054,4807.61,experiment,5%,test
2025-07-30 05:16:25,user_4951,3846.22,experiment,7%,control
2025-07-30 05:18:56,user_4710,1798.37,experiment,5%,control
2025-07-30 05:19:28,user_5466,3209.27,experiment,7%,control
2025-07-30 05:19:36,user_155,3638.97,experiment,7%,control
2025-07-30 05:19:53,user_3306,2476.01,experiment,0%,test
2025-07-30 05:21:59,user_3250,1706.72,experiment,7%,control
2025-07-30 05:23:07,user_3787,5287.25,experiment,7%,test
2025-07-30 05:29:28,user_3156,1456.04,experiment,3%,test
2025-07-30 05:30:49,user_4828,1566.71,experiment,0%,control
2025-07-30 05:31:29,user_5391,7165.61,experiment,7%,control
2025-07-30 05:32:13,user_319,3443.26,experiment,0%,control
2025-07-30 05:32:33,user_5003,986.86,experiment,0%,control
2025-07-30 05:34:34,user_3167,3042.85,experiment,7%,test
2025-07-30 05:38:13,user_5651,,experiment,7%,test
2025-07-30 05:38:57,user_633,2200.99,experiment,7%,control
2025-07-30 05:42:44,user_5564,1489.99,experiment,3%,control
2025-07-30 05:43:19,user_2599,3426.94,experiment,5%,test
2025-07-30 05:44:20,user_293,4891.4,experiment,7%,control
2025-07-30 05:44:48,user_3419,1709.51,experiment,7%,control
2025-07-30 05:46:50,user_4240,5866.84,experiment,7%,control
2025-07-30 05:47:17,user_4318,4896.41,experiment,0%,test
2025-07-30 05:48:16,user_5810,4058.33,experiment,5%,test
2025-07-30 05:50:32,user_1252,3059.06,experiment,3%,test
2025-07-30 05:50:59,user_3070,1675.82,experiment,5%,control
2025-07-30 05:52:20,user_620,4572.92,experiment,0%,control
2025-07-30 05:53:33,user_3021,1781.04,experiment,7%,control
2025-07-30 05:55:27,user_1427,4803.65,experiment,0%,control
2025-07-30 05:55:43,user_1025,1853.62,experiment,5%,test
2025-07-30 05:55:58,user_3471,2061.02,experiment,7%,control
2025-07-30 05:56:45,user_5352,2551.62,experiment,5%,test
2025-07-30 05:56:48,user_2215,3807.59,experiment,7%,control
2025-07-30 05:59:08,user_4396,7666.78,experiment,3%,control
2025-07-30 05:59:39,user_2025,6919.66,experiment,5%,control
2025-07-30 06:01:35,user_3159,4447.91,experiment,7%,control
2025-07-30 06:08:00,user_935,1694.81,experiment,7%,test
2025-07-30 06:08:21,user_3379,3274.79,experiment,5%,test
2025-07-30 06:09:54,user_5192,5159.24,experiment,7%,test
2025-07-30 06:13:53,user_5160,5174.88,experiment,7%,test
2025-07-30 06:15:38,user_1069,3502.62,experiment,3%,control
2025-07-30 06:20:30,user_921,2353.62,experiment,3%,test
2025-07-30 06:23:08,user_2751,1686.49,experiment,7%,control
2025-07-30 06:26:05,user_2964,3834.37,experiment,7%,test
2025-07-30 06:27:55,user_3962,5002.36,experiment,5%,control
2025-07-30 06:29:57,user_3863,4289.58,experiment,3%,control
2025-07-30 06:30:03,user_233,6099.35,experiment,7%,control
2025-07-30 06:33:07,user_2407,3804.8,experiment,3%,test
2025-07-30 06:33:16,user_1462,1974.36,experiment,7%,control
2025-07-30 06:33:30,user_3388,3560.99,experiment,5%,control
2025-07-30 06:33:38,user_848,1356.97,experiment,7%,control
2025-07-30 06:34:46,user_2209,1169.41,experiment,5%,control
2025-07-30 06:35:10,user_4029,4937.87,experiment,5%,test
2025-07-30 06:37:10,user_5826,2390.13,experiment,7%,test
2025-07-30 06:40:20,user_74,5848.32,experiment,5%,control
2025-07-30 06:41:37,user_4756,1311.43,experiment,0%,test
2025-07-30 06:47:00,user_3864,3308.02,experiment,3%,control
2025-07-30 06:47:16,user_590,2838.31,experiment,0%,control
2025-07-30 06:47:38,user_2282,3228.39,experiment,0%,test
2025-07-30 06:47:54,user_5339,5023.75,experiment,0%,test
2025-07-30 06:50:53,user_772,1817.87,experiment,7%,control
2025-07-30 06:51:09,user_805,3195.54,experiment,7%,test
2025-07-30 06:53:26,user_2744,2228.53,experiment,7%,control
2025-07-30 06:54:08,user_1713,1715.95,experiment,0%,test
2025-07-30 06:56:10,user_2005,2143.91,experiment,7%,control
2025-07-30 06:59:27,user_905,3875.89,experiment,0%,test
2025-07-30 07:01:10,user_1052,2970.06,experiment,3%,test
2025-07-30 07:01:34,user_4849,1548.44,experiment,0%,test
2025-07-30 07:02:24,user_5225,,experiment,7%,control
2025-07-30 07:03:18,user_2003,1994.09,experiment,5%,control
2025-07-30 07:04:05,user_3817,5566.45,experiment,3%,test
2025-07-30 07:04:24,user_4307,1349.32,experiment,3%,control
2025-07-30 07:12:39,user_4614,7747.49,experiment,7%,test
2025-07-30 07:13:28,user_347,2445.15,experiment,7%,test
2025-07-30 07:14:06,user_2127,5111.6,experiment,7%,control
2025-07-30 07:15:27,user_5403,5861.74,experiment,5%,test
2025-07-30 07:18:24,user_1629,1059.82,experiment,3%,control
2025-07-30 07:22:10,user_1705,2759.67,experiment,7%,control
2025-07-30 07:22:30,user_1991,11552.87,experiment,7%,control
2025-07-30 07:22:40,user_2037,3535.1,experiment,7%,test
2025-07-30 07:22:57,user_2126,5718.41,experiment,5%,test
2025-07-30 07:27:44,user_2034,2964.56,experiment,7%,test
2025-07-30 07:29:21,user_4691,2270.38,experiment,7%,control
2025-07-30 07:30:12,user_4541,5151.92,experiment,0%,control
2025-07-30 07:30:38,user_3137,2026.9,experiment,7%,control
2025-07-30 07:32:10,user_3280,5355.83,experiment,7%,control
2025-07-30 07:36:34,user_5352,1407.29,experiment,5%,test
2025-07-30 07:38:01,user_5123,3575.65,experiment,5%,test
2025-07-30 07:39:23,user_2826,6004.89,experiment,7%,control
2025-07-30 07:39:52,user_5026,3768.52,experiment,7%,test
2025-07-30 07:44:07,user_1502,2361.8,experiment,7%,test
2025-07-30 07:45:13,user_2392,1866.76,experiment,0%,test
2025-07-30 07:46:02,user_4701,2782.54,experiment,7%,control
2025-07-30 07:46:36,user_5345,3312.95,experiment,7%,control
2025-07-30 07:48:16,user_3233,1826.27,experiment,7%,control
2025-07-30 07:52:36,user_617,2230.4,experiment,3%,control
2025-07-30 07:54:38,user_30,4039.15,experiment,0%,control
2025-07-30 07:55:24,user_1168,2988.21,experiment,7%,control
2025-07-30 07:56:26,user_5873,3899.38,experiment,7%,test
2025-07-30 07:56:30,user_1216,2967.11,experiment,3%,control
2025-07-30 07:58:18,user_426,4243.73,experiment,7%,test
2025-07-30 07:58:31,user_1984,2870.88,experiment,7%,control
2025-07-30 07:59:47,user_2133,4084.92,experiment,7%,control
2025-07-30 08:03:03,user_1765,3372.33,experiment,7%,test
2025-07-30 08:07:11,user_4658,4959.53,experiment,5%,test
2025-07-30 08:07:35,user_346,3745.87,experiment,5%,control
2025-07-30 08:08:57,user_1232,2988.68,experiment,7%,control
2025-07-30 08:08:59,user_2055,3148.5,experiment,7%,test
2025-07-30 08:10:41,user_3189,1569.85,experiment,7%,test
2025-07-30 08:11:03,user_2051,3199.03,experiment,3%,control
2025-07-30 08:11:40,user_3488,1322.28,experiment,3%,test
2025-07-30 08:16:56,user_4151,4963.97,experiment,7%,test
2025-07-30 08:17:33,user_1645,2144.37,experiment,5%,control
2025-07-30 08:19:02,user_3442,1448.88,experiment,7%,test
2025-07-30 08:21:22,user_4515,4270.87,experiment,7%,test
2025-07-30 08:22:21,user_3739,2471.71,experiment,3%,control
2025-07-30 08:22:38,user_3604,2780.18,experiment,0%,test
2025-07-30 08:23:23,user_4564,4127.31,experiment,7%,control
2025-07-30 08:24:03,user_1382,2488.97,experiment,5%,control
2025-07-30 08:29:20,user_5909,4851.9,experiment,7%,test
2025-07-30 08:30:04,user_3171,3856.26,experiment,3%,control
2025-07-30 08:30:22,user_4454,2448.1,experiment,7%,test
2025-07-30 08:34:43,user_3758,2248.64,experiment,7%,test
2025-07-30 08:43:46,user_1562,6822.82,experiment,7%,test
2025-07-30 08:46:32,user_5709,3785.4,experiment,7%,control
2025-07-30 08:46:49,user_739,1827.59,experiment,7%,test
2025-07-30 08:46:51,user_5812,3321.99,experiment,3%,control
2025-07-30 08:52:43,user_4031,1048.62,experiment,5%,test
2025-07-30 08:57:47,user_2274,2182.18,experiment,0%,test
2025-07-30 08:59:02,user_1558,1895.63,experiment,0%,control
2025-07-30 09:00:53,user_3649,1669.7,experiment,7%,control
2025-07-30 09:03:13,user_4947,4542.07,experiment,7%,control
2025-07-30 09:06:30,user_2465,3117.7,experiment,5%,test
2025-07-30 09:07:32,user_5826,6605.32,experiment,7%,test
2025-07-30 09:10:12,user_514,2799.52,experiment,3%,test
2025-07-30 09:10:59,user_1625,3886.67,experiment,7%,control
2025-07-30 09:11:19,user_3664,2816.73,experiment,7%,control
2025-07-30 09:12:57,user_2802,2777.61,experiment,0%,control
2025-07-30 09:13:22,user_3892,2525.35,experiment,3%,test
2025-07-30 09:13:45,user_4994,4339.38,experiment,3%,control
2025-07-30 09:15:21,user_3946,6534.11,experiment,5%,control
2025-07-30 09:16:25,user_3511,2991.23,experiment,5%,test
2025-07-30 09:17:01,user_3070,5927.87,experiment,5%,control
2025-07-30 09:18:56,user_4193,4192.72,experiment,7%,test
2025-07-30 09:19:27,user_4299,2312.81,experiment,3%,control
2025-07-30 09:25:16,user_5850,2285.02,experiment,3%,control
2025-07-30 09:30:02,user_3996,3054.58,experiment,0%,test
2025-07-30 09:30:12,user_3208,4909.28,experiment,5%,control
2025-07-30 09:31:44,user_4167,2490.03,experiment,3%,control
2025-07-30 09:34:31,user_5138,4327.39,experiment,0%,control
2025-07-30 09:34:43,user_4296,2206.27,experiment,7%,control
2025-07-30 09:35:45,user_2882,1919.52,experiment,7%,test
2025-07-30 09:36:18,user_5956,2993.22,experiment,5%,test
2025-07-30 09:37:04,user_3105,3264.6,experiment,3%,test
2025-07-30 09:40:53,user_707,2636.96,experiment,7%,control
2025-07-30 09:42:26,user_515,2531.14,experiment,7%,test
2025-07-30 09:42:54,user_4375,4449.4,experiment,0%,control
2025-07-30 09:43:16,user_2467,4839.58,experiment,7%,test
2025-07-30 09:45:04,user_3208,1451.78,experiment,5%,control
2025-07-30 09:45:18,user_4862,5027.21,experiment,7%,test
2025-07-30 09:46:17,user_2288,2731.81,experiment,5%,test
2025-07-30 09:49:37,user_4900,2101.51,experiment,3%,control
2025-07-30 09:49:39,user_2150,1092.75,experiment,7%,control
2025-07-30 09:52:05,user_1907,1975.18,experiment,5%,control
2025-07-30 09:54:06,user_2445,2376.11,experiment,0%,control
2025-07-30 09:56:03,user_5890,3289.02,experiment,7%,test
2025-07-30 10:00:43,user_4083,3444.73,experiment,7%,test
2025-07-30 10:00:45,user_2428,8615.66,experiment,5%,control
2025-07-30 10:02:04,user_3217,2359.67,experiment,0%,test
2025-07-30 10:04:28,user_3534,5818.69,experiment,7%,control
2025-07-30 10:07:03,user_1162,2301.14,experiment,7%,control
2025-07-30 10:07:07,user_5925,861.19,experiment,7%,control
2025-07-30 10:08:12,user_2582,1767.74,experiment,5%,test
2025-07-30 10:08:13,user_5178,2918.22,experiment,7%,control
2025-07-30 10:08:44,user_1338,11025.65,experiment,7%,control
2025-07-30 10:10:19,user_570,2206.97,experiment,3%,control
2025-07-30 10:13:12,user_2088,2463.04,experiment,7%,test
2025-07-30 10:14:33,user_2522,1416.83,experiment,7%,control
2025-07-30 10:14:50,user_3807,2665.05,experiment,0%,test
2025-07-30 10:15:14,user_1878,1588.97,experiment,7%,control
2025-07-30 10:15:18,user_5683,3343.32,experiment,7%,control
2025-07-30 10:15:24,user_5109,2894.5,experiment,3%,control
2025-07-30 10:18:21,user_740,5327.6,experiment,7%,test
2025-07-30 10:18:47,user_605,2864.12,experiment,3%,control
2025-07-30 10:22:35,user_3855,2627.83,experiment,7%,control
2025-07-30 10:25:17,user_4294,1998.82,experiment,3%,control
2025-07-30 10:27:45,user_1057,1553.56,experiment,7%,test
2025-07-30 10:27:55,user_2640,958.47,experiment,7%,control
2025-07-30 10:31:46,user_4940,3022.26,experiment,7%,test
2025-07-30 10:32:05,user_2118,2225.77,experiment,7%,test
2025-07-30 10:32:35,user_3543,1969.98,experiment,3%,test
2025-07-30 10:35:36,user_1729,5319.8,experiment,3%,control
2025-07-30 10:37:55,user_1479,2112.2,experiment,7%,test
2025-07-30 10:41:34,user_490,3662.96,experiment,0%,test
2025-07-30 10:41:40,user_856,3345.25,experiment,5%,control
2025-07-30 10:43:16,user_5179,1796.12,experiment,7%,test
2025-07-30 10:44:44,user_577,1827.86,experiment,7%,control
2025-07-30 10:47:29,user_1498,1387.37,experiment,3%,control
2025-07-30 10:48:24,user_1144,1942.15,experiment,7%,test
2025-07-30 10:48:36,user_3,2503.84,experiment,5%,test
2025-07-30 10:50:22,user_2022,2168.59,experiment,3%,control
2025-07-30 10:51:43,user_485,3350.61,experiment,5%,test
2025-07-30 10:53:33,user_514,2999.81,experiment,3%,test
2025-07-30 10:55:19,user_5964,3680.43,experiment,3%,control
2025-07-30 10:56:21,user_3268,1783.34,experiment,3%,control
2025-07-30 10:56:28,user_623,2716.33,experiment,5%,test
2025-07-30 10:57:13,user_5238,4619.77,experiment,7%,test
2025-07-30 11:00:41,user_5210,2245.86,experiment,7%,control
2025-07-30 11:01:15,user_5259,2863.06,experiment,3%,test
2025-07-30 11:02:59,user_4874,3740.27,experiment,5%,control
2025-07-30 11:04:42,user_5095,2200.44,experiment,7%,control
2025-07-30 11:05:11,user_2812,3160.7,experiment,7%,test
2025-07-30 11:10:17,user_4292,2123.59,experiment,7%,test
2025-07-30 11:13:31,user_414,1573.23,experiment,7%,test
2025-07-30 11:26:07,user_1256,2163.97,experiment,7%,control
2025-07-30 11:27:18,user_1471,3210.09,experiment,7%,test
2025-07-30 11:28:01,user_2498,1589.16,experiment,0%,control
2025-07-30 11:29:05,user_3620,1900.03,experiment,7%,control
2025-07-30 11:31:56,user_4341,1831.59,experiment,7%,test
2025-07-30 11:32:53,user_5835,5859.17,experiment,5%,control
2025-07-30 11:34:33,user_3003,6441.48,experiment,0%,test
2025-07-30 11:34:48,user_2481,7135.25,experiment,0%,test
2025-07-30 11:37:39,user_3754,2149.02,experiment,0%,test
2025-07-30 11:38:30,user_1387,2197.06,experiment,3%,control
2025-07-30 11:43:51,user_3385,4231.08,experiment,7%,control
2025-07-30 11:44:04,user_3439,2502.56,experiment,5%,test
2025-07-30 11:45:35,user_2301,4790.17,experiment,7%,test
2025-07-30 11:46:04,user_1064,6652.49,experiment,3%,test
2025-07-30 11:46:29,user_5870,5565.91,experiment,7%,test
2025-07-30 11:46:37,user_4334,3238.02,experiment,7%,test
2025-07-30 11:47:07,user_4759,3170.32,experiment,7%,control
2025-07-30 11:48:51,user_2349,3216.28,experiment,5%,control
2025-07-30 11:49:28,user_5530,3966.42,experiment,3%,control
2025-07-30 11:49:50,user_5722,11002.78,experiment,0%,control
2025-07-30 11:50:52,user_5829,4406.82,experiment,3%,control
2025-07-30 11:51:04,user_2058,3717.05,experiment,5%,control
2025-07-30 11:51:49,user_1920,1842.79,experiment,3%,test
2025-07-30 11:53:07,user_5553,2492.6,experiment,7%,test
2025-07-30 11:54:15,user_2076,1117.8,experiment,7%,test
2025-07-30 11:55:32,user_5983,4275.78,experiment,5%,test
2025-07-30 11:57:00,user_2787,4858.71,experiment,7%,test
2025-07-30 11:57:15,user_3061,2815.83,experiment,7%,test
2025-07-30 11:57:39,user_4526,2118.19,experiment,0%,test
2025-07-30 11:59:39,user_3483,1467.13,experiment,7%,control
2025-07-30 12:00:02,user_5185,4844.66,experiment,7%,test
2025-07-30 12:00:52,user_5238,2455.99,experiment,7%,test
2025-07-30 12:02:05,user_3739,1150.06,experiment,3%,control
2025-07-30 12:04:00,user_5441,2034.06,experiment,0%,control
2025-07-30 12:06:09,user_236,1990.19,experiment,7%,control
2025-07-30 12:06:21,user_1830,3889.32,experiment,3%,control
2025-07-30 12:07:40,user_3787,1468.35,experiment,7%,test
2025-07-30 12:07:55,user_1438,1527.62,experiment,0%,control
2025-07-30 12:08:25,user_206,2377.07,experiment,3%,control
2025-07-30 12:08:51,user_5721,7419.53,experiment,5%,control
2025-07-30 12:08:52,user_5632,2013.76,experiment,5%,control
2025-07-30 12:11:28,user_1880,2845.79,experiment,5%,control
2025-07-30 12:12:33,user_3532,3075.7,experiment,5%,test
2025-07-30 12:17:54,user_1636,1929.16,experiment,7%,control
2025-07-30 12:19:11,user_5822,2148.48,experiment,7%,test
2025-07-30 12:19:34,user_4904,7451.33,experiment,5%,test
2025-07-30 12:20:04,user_557,2213.08,experiment,3%,control
2025-07-30 12:20:47,user_2594,1738.71,experiment,3%,control
2025-07-30 12:21:19,user_5570,3669.08,experiment,0%,test
2025-07-30 12:23:13,user_4307,5908.8,experiment,3%,control
2025-07-30 12:27:37,user_2234,2864.33,experiment,7%,test
2025-07-30 12:30:24,user_1999,1763.37,experiment,7%,test
2025-07-30 12:31:09,user_4512,3574.93,experiment,5%,control
2025-07-30 12:33:10,user_611,4415.95,experiment,0%,control
2025-07-30 12:34:23,user_5205,1350.58,experiment,0%,test
2025-07-30 12:34:48,user_4332,5678.09,experiment,7%,test
2025-07-30 12:35:51,user_3174,8240.31,experiment,7%,test
2025-07-30 12:35:59,user_1885,1919.88,experiment,7%,control
2025-07-30 12:36:11,user_2661,8687.1,experiment,7%,control
2025-07-30 12:40:10,user_5074,3390.11,experiment,3%,control
2025-07-30 12:40:23,user_5136,2425.7,experiment,5%,control
2025-07-30 12:40:42,user_872,2963.3,experiment,7%,control
2025-07-30 12:40:44,user_2130,3899.76,experiment,5%,control
2025-07-30 12:40:47,user_5800,3320.71,experiment,5%,test
2025-07-30 12:43:16,user_2694,4977.82,experiment,7%,test
2025-07-30 12:45:23,user_1287,1530.68,experiment,5%,control
2025-07-30 12:46:19,user_1566,3934.45,experiment,7%,control
2025-07-30 12:46:45,user_2314,1287.66,experiment,7%,control
2025-07-30 12:46:51,user_5551,1654.95,experiment,7%,control
2025-07-30 12:47:22,user_855,3821.36,experiment,7%,test
2025-07-30 12:50:07,user_2065,3685.76,experiment,7%,control
2025-07-30 12:51:38,user_3158,2741.74,experiment,5%,test
2025-07-30 12:52:22,user_4810,4060.94,experiment,0%,test
2025-07-30 12:53:36,user_2378,1818.12,experiment,5%,test
2025-07-30 12:56:49,user_1390,3478.96,experiment,0%,test
2025-07-30 12:59:41,user_3999,2693.09,experiment,7%,test
2025-07-30 12:59:47,user_2774,2150.11,experiment,0%,test
2025-07-30 13:00:13,user_736,3967.49,experiment,0%,test
2025-07-30 13:03:11,user_836,2987.91,experiment,7%,control
2025-07-30 13:05:39,user_3242,1931.59,experiment,5%,control
2025-07-30 13:06:24,user_3639,2401.47,experiment,7%,test
2025-07-30 13:06:40,user_456,5750.85,experiment,7%,test
2025-07-30 13:07:01,user_4790,5964.08,experiment,3%,control
2025-07-30 13:08:13,user_335,4156.05,experiment,7%,test
2025-07-30 13:08:23,user_4149,1806.93,experiment,7%,control
2025-07-30 13:08:36,user_3433,1016.43,experiment,5%,control
2025-07-30 13:09:58,user_3960,1403.61,experiment,7%,control
2025-07-30 13:10:45,user_370,6566.9,experiment,3%,test
2025-07-30 13:11:20,user_5273,4993.44,experiment,7%,test
2025-07-30 13:11:53,user_3893,1514.65,experiment,7%,control
2025-07-30 13:12:17,user_723,2108.56,experiment,7%,test
2025-07-30 13:14:01,user_1417,2484.38,experiment,7%,control
2025-07-30 13:14:40,user_1115,1908.98,experiment,0%,control
2025-07-30 13:16:12,user_923,3370.05,experiment,7%,control
2025-07-30 13:16:15,user_742,3858.54,experiment,0%,control
2025-07-30 13:17:49,user_1380,3388.41,experiment,7%,test
2025-07-30 13:19:00,user_5039,3332.85,experiment,5%,control
2025-07-30 13:19:08,user_5161,3343.58,experiment,3%,test
2025-07-30 13:19:22,user_3148,10952.78,experiment,7%,test
2025-07-30 13:23:11,user_5679,2777.9,experiment,5%,test
2025-07-30 13:24:23,user_3597,2246.57,experiment,7%,test
2025-07-30 13:24:46,user_861,4561.97,experiment,3%,control
2025-07-30 13:24:55,user_483,4292.1,experiment,7%,test
2025-07-30 13:26:16,user_4439,5273.44,experiment,7%,control
2025-07-30 13:26:20,user_143,1718.39,experiment,5%,test
2025-07-30 13:28:33,user_3508,4655.3,experiment,7%,control
2025-07-30 13:28:38,user_1864,1883.31,experiment,7%,control
2025-07-30 13:30:38,user_378,3943.42,experiment,7%,test
2025-07-30 13:30:57,user_2148,2921.8,experiment,7%,test
2025-07-30 13:31:35,user_1228,7951.42,experiment,3%,test
2025-07-30 13:32:16,user_4332,1904.39,experiment,7%,test
2025-07-30 13:34:49,user_3384,4055.22,experiment,5%,control
2025-07-30 13:37:06,user_3019,3364.6,experiment,7%,control
2025-07-30 13:39:01,user_6,2698.58,experiment,7%,control
2025-07-30 13:40:02,user_5900,3306.43,experiment,7%,control
2025-07-30 13:40:31,user_3493,1587.56,experiment,7%,control
2025-07-30 13:41:18,user_250,2483.05,experiment,5%,test
2025-07-30 13:42:13,user_3509,3782.04,experiment,7%,test
2025-07-30 13:43:29,user_5062,2199.11,experiment,3%,control
2025-07-30 13:44:22,user_799,5291.91,experiment,7%,control
2025-07-30 13:49:42,user_3391,2444.36,experiment,7%,test
2025-07-30 13:50:44,user_566,1675.47,experiment,7%,test
2025-07-30 13:58:14,user_2947,3392.93,experiment,5%,test
2025-07-30 13:58:29,user_4470,1266.48,experiment,0%,control
2025-07-30 14:00:41,user_1448,2340.34,experiment,5%,control
2025-07-30 14:01:01,user_1409,3462.29,experiment,5%,test
2025-07-30 14:01:07,user_1448,3703.66,experiment,5%,control
2025-07-30 14:01:39,user_2514,2657.04,experiment,7%,control
2025-07-30 14:02:31,user_2454,2663.56,experiment,0%,control
2025-07-30 14:04:53,user_2586,3918.53,experiment,7%,test
2025-07-30 14:05:02,user_1325,3453.28,experiment,5%,test
2025-07-30 14:05:13,user_284,4871.31,experiment,7%,test
2025-07-30 14:07:01,user_4876,3491.38,experiment,3%,test
2025-07-30 14:07:15,user_1249,1953.99,experiment,3%,control
2025-07-30 14:08:56,user_2432,2817.05,experiment,7%,test
2025-07-30 14:09:10,user_2590,3326.77,experiment,7%,control
2025-07-30 14:10:06,user_5136,4545.32,experiment,5%,control
2025-07-30 14:10:57,user_5630,721.4,experiment,7%,control
2025-07-30 14:12:00,user_5417,3896.51,experiment,5%,test
2025-07-30 14:12:06,user_4352,1777.14,experiment,7%,control
2025-07-30 14:13:22,user_1093,1339.08,experiment,7%,test
2025-07-30 14:14:42,user_5541,3917.82,experiment,3%,test
2025-07-30 14:17:47,user_2791,3518.61,experiment,7%,test
2025-07-30 14:18:24,user_3002,3331.18,experiment,7%,test
2025-07-30 14:19:11,user_399,6176.27,experiment,7%,test
2025-07-30 14:20:46,user_950,1835.56,experiment,7%,control
2025-07-30 14:24:44,user_3185,4597.74,experiment,7%,test
2025-07-30 14:26:34,user_761,1182.32,experiment,7%,control
2025-07-30 14:27:01,user_5426,6398.82,experiment,3%,test
2025-07-30 14:29:03,user_2276,1512.08,experiment,7%,test
2025-07-30 14:29:19,user_3775,3926.71,experiment,7%,control
2025-07-30 14:31:39,user_4450,1596.93,experiment,7%,test
2025-07-30 14:33:41,user_4683,3128.12,experiment,3%,control
2025-07-30 14:37:02,user_3256,2752.51,experiment,0%,control
2025-07-30 14:37:48,user_2983,2004.85,experiment,3%,test
2025-07-30 14:38:00,user_5005,1835.75,experiment,5%,control
2025-07-30 14:38:25,user_5707,3457.8,experiment,7%,control
2025-07-30 14:42:08,user_4008,3466.79,experiment,7%,control
2025-07-30 14:47:52,user_3782,1975.96,experiment,7%,control
2025-07-30 14:51:56,user_110,2072.48,experiment,7%,control
2025-07-30 14:54:40,user_4128,3800.34,experiment,5%,test
2025-07-30 14:55:11,user_1013,12633.6,experiment,7%,control
2025-07-30 14:57:50,user_548,2565.71,experiment,7%,control
2025-07-30 14:59:26,user_5545,4699.76,experiment,7%,control
2025-07-30 15:00:44,user_1661,6022.91,experiment,0%,control
2025-07-30 15:03:24,user_5163,1607.77,experiment,7%,test
2025-07-30 15:05:20,user_5403,2308.22,experiment,5%,test
2025-07-30 15:07:05,user_2220,3912.4,experiment,7%,test
2025-07-30 15:07:43,user_5356,6161.39,experiment,3%,test
2025-07-30 15:10:51,user_4269,3134.62,experiment,7%,test
2025-07-30 15:10:51,user_1295,1323.54,experiment,3%,test
2025-07-30 15:11:53,user_3096,2991.28,experiment,3%,control
2025-07-30 15:13:12,user_4601,1536.24,experiment,7%,control
2025-07-30 15:14:05,user_4466,4476.51,experiment,7%,test
2025-07-30 15:15:21,user_1101,2928.45,experiment,3%,test
2025-07-30 15:15:32,user_4129,2468.08,experiment,3%,control
2025-07-30 15:21:15,user_4901,1535.0,experiment,5%,control
2025-07-30 15:21:24,user_5049,3602.05,experiment,7%,test
2025-07-30 15:21:57,user_4729,6096.54,experiment,3%,control
2025-07-30 15:25:46,user_5070,2833.77,experiment,0%,test
2025-07-30 15:26:01,user_1758,4515.58,experiment,3%,control
2025-07-30 15:27:06,user_2566,2951.79,experiment,7%,control
2025-07-30 15:27:49,user_1150,5856.47,experiment,7%,test
2025-07-30 15:28:45,user_5221,1872.72,experiment,7%,test
2025-07-30 15:29:32,user_4981,4124.4,experiment,7%,control
2025-07-30 15:33:29,user_3630,1937.8,experiment,5%,test
2025-07-30 15:39:34,user_2663,1517.49,experiment,5%,test
2025-07-30 15:47:35,user_5752,9525.03,experiment,7%,control
2025-07-30 15:47:55,user_5050,5268.08,experiment,0%,test
2025-07-30 15:49:43,user_905,4758.09,experiment,0%,test
2025-07-30 15:49:43,user_367,2047.25,experiment,3%,test
2025-07-30 15:49:54,user_1967,2618.29,experiment,3%,control
2025-07-30 15:53:09,user_1786,7274.86,experiment,7%,test
2025-07-30 15:54:45,user_2366,1676.99,experiment,0%,control
2025-07-30 15:56:41,user_1877,2804.52,experiment,3%,test
2025-07-30 15:56:44,user_4934,1811.16,experiment,5%,test
2025-07-30 15:56:48,user_3492,5303.12,experiment,3%,test
2025-07-30 15:58:23,user_4501,2113.36,experiment,5%,control
2025-07-30 15:59:03,user_642,5115.56,experiment,5%,test
2025-07-30 16:00:50,user_3015,5329.67,experiment,7%,test
2025-07-30 16:01:37,user_5358,2331.12,experiment,0%,test
2025-07-30 16:02:13,user_3806,4206.85,experiment,7%,test
2025-07-30 16:03:52,user_4814,2168.51,experiment,7%,control
2025-07-30 16:08:21,user_2740,5611.16,experiment,7%,test
2025-07-30 16:09:57,user_3645,678.31,experiment,5%,control
2025-07-30 16:10:09,user_5073,4144.96,experiment,0%,test
2025-07-30 16:12:15,user_4663,1621.69,experiment,3%,control
2025-07-30 16:17:13,user_187,1877.37,experiment,5%,control
2025-07-30 16:20:04,user_2076,3647.73,experiment,7%,test
2025-07-30 16:22:25,user_4591,3479.8,experiment,7%,test
2025-07-30 16:23:49,user_2455,2160.7,experiment,7%,test
2025-07-30 16:28:24,user_899,2966.87,experiment,3%,test
2025-07-30 16:31:16,user_4635,2458.41,experiment,7%,test
2025-07-30 16:34:32,user_2224,2776.33,experiment,5%,control
2025-07-30 16:34:41,user_4325,2253.9,experiment,7%,test
2025-07-30 16:35:30,user_5422,1851.42,experiment,7%,test
2025-07-30 16:37:05,user_4501,2481.88,experiment,5%,control
2025-07-30 16:38:46,user_1195,2412.88,experiment,7%,control
2025-07-30 16:41:29,user_4101,2337.33,experiment,0%,test
2025-07-30 16:42:38,user_3857,3592.77,experiment,7%,control
2025-07-30 16:43:36,user_4997,1378.42,experiment,3%,test
2025-07-30 16:49:28,user_4400,3447.16,experiment,3%,control
2025-07-30 16:50:13,user_3475,2157.32,experiment,7%,test
2025-07-30 16:50:40,user_4812,2662.9,experiment,5%,test
